Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	mean_counts
gene-PA2278	8	6	0	0	0	1	host	arsB	2.5
gene-PA1610	11	62	6	7	3	4	host	fabA	15.5
gene-PA3886	6	5	0	0	0	0	host	gene-PA3886	1.8333333333333333
gene-PA0184	9	4	1	0	0	0	host	gene-PA0184	2.3333333333333335
gene-PA0997	1	4	1	1	0	0	host	pqsB	1.1666666666666667
gene-PA0217	8	9	1	0	1	1	host	gene-PA0217	3.3333333333333335
gene-PA1191	7	7	0	0	1	1	host	gene-PA1191	2.6666666666666665
gene-PA0052	1	3	0	0	0	1	host	gene-PA0052	0.8333333333333334
gene-PA0359	5	13	1	1	1	1	host	gene-PA0359	3.6666666666666665
gene-PA2804	3	1	0	0	0	0	host	gene-PA2804	0.6666666666666666
gene-PA0466	2	1	0	0	0	0	host	gene-PA0466	0.5
gene-PHIKZ045	0	0	5806	5991	7084	6974	phage	gene-PHIKZ045	4309.166666666667
gene-PA2203	6	2	0	0	2	1	host	gene-PA2203	1.8333333333333333
gene-PA5449	19	12	1	0	2	4	host	wbpX	6.333333333333333
gene-PA2792	7	1	0	1	0	0	host	gene-PA2792	1.5
gene-PA0113	18	3	0	0	2	2	host	gene-PA0113	4.166666666666667
gene-PA4252	24	195	187	187	127	145	host	rplX	144.16666666666666
gene-PA4135	2	3	1	1	2	5	host	gene-PA4135	2.3333333333333335
gene-PA2268	2	2	0	0	0	1	host	gene-PA2268	0.8333333333333334
gene-PA0698	1	0	12	14	31	16	host	gene-PA0698	12.333333333333334
gene-PA5523	14	18	0	0	1	2	host	gene-PA5523	5.833333333333333
gene-PA0679	1	1	1	1	0	1	host	gene-PA0679	0.8333333333333334
gene-PA2689	2	1	0	0	0	0	host	gene-PA2689	0.5
gene-PA3751	13	10	0	0	0	0	host	purT	3.8333333333333335
gene-PA0968	5	28	9	10	12	13	host	gene-PA0968	12.833333333333334
gene-PA3777	8	15	0	1	0	1	host	xseA	4.166666666666667
gene-PA1975	13	6	1	1	1	0	host	gene-PA1975	3.6666666666666665
gene-PHIKZ_p82	0	0	174	153	56	53	phage	gene-PHIKZ_p82	72.66666666666667
gene-PA1288	13	58	42	45	24	27	host	gene-PA1288	34.833333333333336
gene-PA2909	3	2	0	0	1	0	host	gene-PA2909	1.0
gene-PA1884	3	0	0	3	3	0	host	gene-PA1884	1.5
gene-PA2584	8	7	2	3	3	3	host	pgsA	4.333333333333333
gene-PA5443	25	39	5	6	5	10	host	uvrD	15.0
gene-PA0078	22	5	0	0	2	1	host	gene-PA0078	5.0
gene-PA3775	1	5	0	0	0	0	host	gene-PA3775	1.0
gene-PA4691	5	5	95	107	136	128	host	gene-PA4691	79.33333333333333
gene-PA4564	7	6	0	1	0	1	host	gene-PA4564	2.5
gene-PA0057	7	2	9	9	10	14	host	gene-PA0057	8.5
gene-PA2663	4	1	2	0	5	1	host	ppyR	2.1666666666666665
gene-PA0648	4	3	7	10	14	10	host	gene-PA0648	8.0
gene-PA5246	2	2	1	0	0	0	host	gene-PA5246	0.8333333333333334
gene-PA3827	14	33	5	3	1	0	host	gene-PA3827	9.333333333333334
gene-PA4593	2	4	0	0	0	0	host	gene-PA4593	1.0
gene-PA2756	7	9	19	13	50	42	host	gene-PA2756	23.333333333333332
gene-PA1075	1	9	0	0	0	0	host	gene-PA1075	1.6666666666666667
gene-PA3548	19	8	1	2	1	1	host	algI	5.333333333333333
gene-PA0211	7	5	0	0	0	0	host	mdcD	2.0
gene-PA4447	9	12	5	3	0	2	host	hisC1	5.166666666666667
gene-PA1751	3	4	0	0	1	0	host	gene-PA1751	1.3333333333333333
gene-PA0937	7	24	10	12	9	10	host	gene-PA0937	12.0
gene-PA3519	12	2	0	0	0	2	host	gene-PA3519	2.6666666666666665
gene-PA2133	8	2	0	0	2	5	host	gene-PA2133	2.8333333333333335
gene-PA1837a	1	2	2	2	0	0	host	gene-PA1837a	1.1666666666666667
gene-PA1827	5	0	1	0	1	0	host	gene-PA1827	1.1666666666666667
gene-PA4398	24	14	2	0	2	2	host	gene-PA4398	7.333333333333333
gene-PA4434	2	9	1	1	0	1	host	gene-PA4434	2.3333333333333335
gene-PA0920	19	26	3	3	9	10	host	gene-PA0920	11.666666666666666
gene-PA2052	3	3	0	0	0	0	host	cynS	1.0
gene-PA3252	5	2	0	0	0	0	host	gene-PA3252	1.1666666666666667
gene-PHIKZ_p53	0	0	246	223	104	113	phage	gene-PHIKZ_p53	114.33333333333333
gene-PA3091	5	26	0	0	0	0	host	gene-PA3091	5.166666666666667
gene-PA4483	20	33	5	4	7	7	host	gatA	12.666666666666666
gene-PA3797	8	7	0	0	0	0	host	gene-PA3797	2.5
gene-PA2207	8	3	1	1	0	1	host	gene-PA2207	2.3333333333333335
gene-PA3324	10	6	0	1	0	0	host	gene-PA3324	2.8333333333333335
gene-PA2944	20	29	0	1	0	1	host	cobN	8.5
gene-PA1194	12	10	1	0	2	2	host	gene-PA1194	4.5
gene-PA2887	4	1	0	0	1	0	host	atuB	1.0
gene-PA4473	6	18	13	11	6	3	host	gene-PA4473	9.5
gene-PA2247	7	14	2	1	2	4	host	bkdA1	5.0
gene-PA2184	2	1	0	0	0	0	host	gene-PA2184	0.5
gene-PA0957	4	3	0	0	0	0	host	gene-PA0957	1.1666666666666667
gene-PA0986	1	0	0	0	0	0	host	gene-PA0986	0.16666666666666666
gene-PA4614	18	24	3	2	8	7	host	mscL	10.333333333333334
gene-PA4074	5	1	0	0	0	0	host	gene-PA4074	1.0
gene-PA0954	4	3	0	1	2	1	host	gene-PA0954	1.8333333333333333
gene-PA2833	1	1	0	0	0	0	host	gene-PA2833	0.3333333333333333
gene-PA0023	11	8	1	0	1	1	host	qor	3.6666666666666665
gene-PA4314	281	24	3	3	7	8	host	purU1	54.333333333333336
gene-PA2665	10	6	0	1	0	0	host	gene-PA2665	2.8333333333333335
gene-PA5338	19	69	3	9	3	4	host	spoT	17.833333333333332
gene-PA0270	3	3	0	0	0	0	host	gene-PA0270	1.0
gene-PA3920	21	11	0	3	0	2	host	gene-PA3920	6.166666666666667
gene-PA5533	4	9	0	0	0	0	host	gene-PA5533	2.1666666666666665
gene-PA2249	12	7	2	0	0	0	host	bkdB	3.5
gene-PA4869	7	3	0	0	4	2	host	gene-PA4869	2.6666666666666665
gene-PA1561	18	13	15	15	13	12	host	aer	14.333333333333334
gene-PA0513	7	0	0	0	0	0	host	gene-PA0513	1.1666666666666667
gene-PA2324	8	1	0	0	1	4	host	gene-PA2324	2.3333333333333335
gene-PA1114	0	5	0	0	0	0	host	gene-PA1114	0.8333333333333334
gene-PA1457	8	19	25	28	15	18	host	cheZ	18.833333333333332
gene-PA0786	3	1	1	2	2	1	host	gene-PA0786	1.6666666666666667
gene-PA0352	24	27	1	0	0	0	host	gene-PA0352	8.666666666666666
gene-PA0427	28	34	1	1	2	3	host	oprM	11.5
gene-PA3539	15	4	5	3	12	16	host	gene-PA3539	9.166666666666666
gene-PA4098	11	5	0	0	0	0	host	gene-PA4098	2.6666666666666665
gene-PA4309	18	9	9	16	20	28	host	pctA	16.666666666666668
gene-PA5397	3	1	1	0	0	0	host	gene-PA5397	0.8333333333333334
gene-PA2041	8	2	7	10	9	7	host	gene-PA2041	7.166666666666667
gene-PA2849	2	4	3	5	4	2	host	ohrR	3.3333333333333335
gene-PA3800	14	45	3	1	0	1	host	gene-PA3800	10.666666666666666
gene-PA4021	15	6	5	22	9	14	host	gene-PA4021	11.833333333333334
gene-PA1817	2	2	0	0	0	0	host	gene-PA1817	0.6666666666666666
gene-PA2081	8	7	0	0	0	0	host	kynB	2.5
gene-PA5128	19	48	14	15	13	11	host	secB	20.0
gene-PA0610	4	7	2	0	4	1	host	prtN	3.0
gene-PA3976	10	12	1	1	0	1	host	thiE	4.166666666666667
gene-PA2535	10	3	0	0	0	0	host	gene-PA2535	2.1666666666666665
gene-PA3977	16	166	2	4	0	0	host	hemL	31.333333333333332
gene-PA5549	23	20	3	3	1	2	host	glmS	8.666666666666666
gene-PA0787	3	6	0	0	0	0	host	gene-PA0787	1.5
gene-PHIKZ_p33	0	0	43	33	78	86	phage	gene-PHIKZ_p33	40.0
gene-PA3616	3	4	0	0	0	0	host	gene-PA3616	1.1666666666666667
gene-PA5182	12	16	0	1	3	1	host	gene-PA5182	5.5
gene-PHIKZ166	0	3	120	112	133	135	phage	gene-PHIKZ166	83.83333333333333
gene-PA2537	9	4	0	0	0	0	host	gene-PA2537	2.1666666666666665
gene-PA0971	17	45	34	25	22	21	host	tolA	27.333333333333332
gene-PA1243	15	15	2	4	2	5	host	gene-PA1243	7.166666666666667
gene-PA1962	3	2	1	1	0	0	host	azoR2	1.1666666666666667
gene-PA3506	13	5	0	0	0	1	host	gene-PA3506	3.1666666666666665
gene-PA0951a	3	9	0	1	1	1	host	gene-PA0951a	2.5
gene-PA3609	19	10	1	0	2	2	host	potC	5.666666666666667
gene-PA0056	12	4	0	1	0	2	host	gene-PA0056	3.1666666666666665
gene-PA2377	7	4	4	0	1	2	host	gene-PA2377	3.0
gene-PA3582	16	24	1	0	0	0	host	glpK	6.833333333333333
gene-PA4121	13	5	0	0	0	0	host	gene-PA4121	3.0
gene-PA2400	33	21	6	2	14	10	host	pvdJ	14.333333333333334
gene-PA0470	30	9	0	1	3	2	host	fiuA	7.5
gene-PA2508	3	1	0	0	0	0	host	catC	0.6666666666666666
gene-PA1797a	1	5	0	0	1	0	host	gene-PA1797a	1.1666666666666667
gene-PA1449	8	4	0	0	5	0	host	flhB	2.8333333333333335
gene-PA1869	6	5	0	0	0	0	host	gene-PA1869	1.8333333333333333
gene-PA1054	27	32	11	14	23	9	host	gene-PA1054	19.333333333333332
gene-PA0097	10	5	1	0	0	0	host	gene-PA0097	2.6666666666666665
gene-PA4695	8	16	58	57	76	58	host	ilvH	45.5
gene-PA4336	12	4	24	24	21	22	host	gene-PA4336	17.833333333333332
gene-PA3293	7	3	1	3	3	3	host	gene-PA3293	3.3333333333333335
gene-PA4906	7	6	0	0	0	0	host	gene-PA4906	2.1666666666666665
gene-PHIKZ041	0	1	2925	2859	4604	4443	phage	gene-PHIKZ041	2472.0
gene-PA4364	2	4	0	1	1	2	host	gene-PA4364	1.6666666666666667
gene-PA5037	17	55	4	4	5	7	host	gene-PA5037	15.333333333333334
gene-PA4657	4	2	2	2	11	8	host	gene-PA4657	4.833333333333333
gene-PA3014	15	18	9	6	9	9	host	faoA	11.0
gene-PA2343	6	6	0	0	1	0	host	mtlY	2.1666666666666665
gene-PA0032	6	7	0	1	0	0	host	gene-PA0032	2.3333333333333335
gene-PA0303	20	14	5	7	4	3	host	spuG	8.833333333333334
gene-PA0409	8	25	6	6	6	4	host	pilH	9.166666666666666
gene-PA1892	4	0	0	0	0	0	host	gene-PA1892	0.6666666666666666
gene-PA1613	19	8	1	0	1	1	host	gene-PA1613	5.0
gene-PA2159	1	3	10	1	8	3	host	gene-PA2159	4.333333333333333
gene-PA0704	9	7	5	2	4	4	host	gene-PA0704	5.166666666666667
gene-PA1223	3	3	0	0	0	0	host	gene-PA1223	1.0
gene-PA0554	8	8	1	1	0	1	host	gene-PA0554	3.1666666666666665
gene-PA5331	11	18	9	12	8	9	host	pyrE	11.166666666666666
gene-PA3722	5	7	2	1	2	1	host	gene-PA3722	3.0
gene-PA0750	8	17	1	2	3	4	host	ung	5.833333333333333
gene-PA4545	35	98	33	33	22	21	host	comL	40.333333333333336
gene-PA1433	9	18	1	0	1	1	host	gene-PA1433	5.0
gene-PA1876	3	6	2	1	2	1	host	gene-PA1876	2.5
gene-PA5287	23	13	1	2	3	4	host	amtB	7.666666666666667
gene-PA5420	9	5	0	1	1	0	host	purU2	2.6666666666666665
gene-PA3701	24	107	84	73	70	73	host	prfB	71.83333333333333
gene-PA3320	5	5	2	1	3	5	host	gene-PA3320	3.5
gene-PA1544	9	18	0	1	0	0	host	anr	4.666666666666667
gene-PA1254	4	3	1	0	1	1	host	gene-PA1254	1.6666666666666667
gene-PA2657	5	2	0	0	0	0	host	gene-PA2657	1.1666666666666667
gene-PA0574	11	13	11	17	14	16	host	gene-PA0574	13.666666666666666
gene-PA4340	7	7	1	2	3	6	host	gene-PA4340	4.333333333333333
gene-PA4188	4	1	0	1	0	0	host	gene-PA4188	1.0
gene-PA1624	1	0	0	0	0	0	host	gene-PA1624	0.16666666666666666
gene-PA1137	8	3	0	0	0	0	host	gene-PA1137	1.8333333333333333
gene-PA3667	9	6	3	3	5	5	host	gene-PA3667	5.166666666666667
gene-PA1791	9	22	2	2	4	5	host	gene-PA1791	7.333333333333333
gene-PA3824	13	36	4	4	3	4	host	queA	10.666666666666666
gene-PA0040	19	8	0	1	2	3	host	gene-PA0040	5.5
gene-PA0662	16	37	10	15	17	14	host	argC	18.166666666666668
gene-PHIKZ179	3	2	333	320	17198	16796	phage	gene-PHIKZ179	5775.333333333333
gene-PA0684	5	0	2	4	9	14	host	gene-PA0684	5.666666666666667
gene-PA0189	20	12	0	0	2	5	host	gene-PA0189	6.5
gene-PA2761	3	5	6	7	7	8	host	gene-PA2761	6.0
gene-PA0116	4	16	0	1	1	1	host	gene-PA0116	3.8333333333333335
gene-PA4629	4	11	2	2	5	5	host	gene-PA4629	4.833333333333333
gene-PA1187	9	10	0	1	3	12	host	gene-PA1187	5.833333333333333
gene-PA1522	3	3	0	0	1	0	host	gene-PA1522	1.1666666666666667
gene-PA4935	63	335	34	35	26	29	host	rpsF	87.0
gene-PA3140	8	8	1	1	1	2	host	gene-PA3140	3.5
gene-PA4636a	2	2	1	1	5	0	host	gene-PA4636a	1.8333333333333333
gene-PA1718	1	7	0	0	0	0	host	pscE	1.3333333333333333
gene-PA4725	35	35	12	14	22	21	host	cbrA	23.166666666666668
gene-PA2540	9	5	0	0	0	4	host	gene-PA2540	3.0
gene-PA4715	10	13	4	1	5	3	host	gene-PA4715	6.0
gene-PA2660	6	10	0	0	1	1	host	gene-PA2660	3.0
gene-PA2867	5	14	1	1	4	4	host	gene-PA2867	4.833333333333333
gene-PA4945	41	141	91	98	88	89	host	miaA	91.33333333333333
gene-PA2967	5	44	92	88	57	51	host	fabG	56.166666666666664
gene-PA4168	23	13	2	3	2	2	host	fpvB	7.5
gene-PA4980	10	3	0	0	1	1	host	gene-PA4980	2.5
gene-PA0183	14	12	0	0	1	0	host	atsA	4.5
gene-PA3425	4	0	0	0	0	0	host	gene-PA3425	0.6666666666666666
gene-PA4567	130	431	59	109	63	102	host	rpmA	149.0
gene-PA1516	4	1	0	0	1	1	host	gene-PA1516	1.1666666666666667
gene-PA0537	5	6	0	0	1	1	host	gene-PA0537	2.1666666666666665
gene-PA4276.1	10	94	66	75	71	82	host	gene-PA4276.1	66.33333333333333
gene-PA1141	5	0	0	0	1	3	host	gene-PA1141	1.5
gene-PA1081	10	11	1	0	2	0	host	flgF	4.0
gene-PA1916	5	5	0	1	1	1	host	gene-PA1916	2.1666666666666665
gene-PA4343	10	3	1	1	3	4	host	gene-PA4343	3.6666666666666665
gene-PA1920	16	3	1	2	3	1	host	nrdD	4.333333333333333
gene-PA0940	4	1	0	0	2	1	host	gene-PA0940	1.3333333333333333
gene-PA4619	14	18	1	1	5	5	host	gene-PA4619	7.333333333333333
gene-PA5183a	6	9	0	0	0	1	host	gene-PA5183a	2.6666666666666665
gene-PHIKZ_p15	1	1	974	686	1597	1657	phage	gene-PHIKZ_p15	819.3333333333334
gene-PA3076	6	5	0	0	0	0	host	gene-PA3076	1.8333333333333333
gene-PA3314	5	4	0	0	0	0	host	gene-PA3314	1.5
gene-PA0906	4	4	0	0	1	0	host	gene-PA0906	1.5
gene-PA1301	2	8	0	0	0	1	host	gene-PA1301	1.8333333333333333
gene-PA4953	12	13	0	0	2	1	host	motB	4.666666666666667
gene-PA2422	5	0	0	0	0	0	host	gene-PA2422	0.8333333333333334
gene-PA0779	24	27	36	35	11	11	host	gene-PA0779	24.0
gene-PA5085	10	6	0	0	1	0	host	gene-PA5085	2.8333333333333335
gene-PHIKZ097	3	3	6407	6292	355265	354708	phage	gene-PHIKZ097	120446.33333333333
gene-PA5468	9	10	1	2	3	1	host	gene-PA5468	4.333333333333333
gene-PA0199	6	3	0	0	0	0	host	exbD1	1.5
gene-PA2277	0	0	0	0	0	0	host	arsR	0.0
gene-PA0567	4	1	1	1	3	4	host	gene-PA0567	2.3333333333333335
gene-PA0871	3	6	3	2	3	3	host	phhB	3.3333333333333335
gene-PA1093	3	4	2	2	1	1	host	gene-PA1093	2.1666666666666665
gene-PA0908	4	2	1	1	0	0	host	gene-PA0908	1.3333333333333333
gene-PA0282	12	4	0	0	1	1	host	cysT	3.0
gene-PA4285	19	15	5	6	11	10	host	recC	11.0
gene-PA2317	7	9	0	0	1	2	host	gene-PA2317	3.1666666666666665
gene-PA1233	0	0	0	0	0	0	host	gene-PA1233	0.0
gene-PA5191	5	2	0	0	1	0	host	gene-PA5191	1.3333333333333333
gene-PA4956	308	8	0	0	2	2	host	rhdA	53.333333333333336
gene-PA3199	3	8	0	1	1	0	host	gene-PA3199	2.1666666666666665
gene-PA4678	2	6	9	14	14	12	host	rimI	9.5
gene-PA3109	7	16	3	1	4	3	host	gene-PA3109	5.666666666666667
gene-PA2896	2	6	0	0	0	0	host	gene-PA2896	1.3333333333333333
gene-PA0956	18	48	34	30	37	26	host	proS	32.166666666666664
gene-PA1858	3	3	0	0	0	1	host	str	1.1666666666666667
gene-PA4357	0	0	0	1	1	2	host	gene-PA4357	0.6666666666666666
gene-PA0596	7	5	11	12	10	13	host	gene-PA0596	9.666666666666666
gene-PHIKZ220	0	1	635	530	452	363	phage	gene-PHIKZ220	330.1666666666667
gene-PA1520	4	12	1	0	1	6	host	gene-PA1520	4.0
gene-PHIKZ269	0	2	3391	3757	1812	1824	phage	gene-PHIKZ269	1797.6666666666667
gene-PA2664	5	1	1	0	0	0	host	fhp	1.1666666666666667
gene-PA0643	9	8	11	13	17	11	host	gene-PA0643	11.5
gene-PA2368	0	1	1	0	0	0	host	gene-PA2368	0.3333333333333333
gene-PA1299	6	11	0	0	1	0	host	gene-PA1299	3.0
gene-PA0511	17	8	0	1	3	2	host	nirJ	5.166666666666667
gene-PA2799	1	2	1	1	0	0	host	gene-PA2799	0.8333333333333334
gene-PA3531	17	135	17	10	9	9	host	bfrB	32.833333333333336
gene-PA1186	8	3	2	0	0	0	host	gene-PA1186	2.1666666666666665
gene-PA1897	9	2	0	0	0	1	host	gene-PA1897	2.0
gene-PHIKZ194	2	2	8297	8199	27959	27591	phage	gene-PHIKZ194	12008.333333333334
gene-PA3464	14	8	0	0	0	0	host	gene-PA3464	3.6666666666666665
gene-PA3683	6	8	0	3	0	0	host	gene-PA3683	2.8333333333333335
gene-PA1486	7	1	0	1	1	0	host	gene-PA1486	1.6666666666666667
gene-PA2744.1	1	0	0	0	0	0	host	gene-PA2744.1	0.16666666666666666
gene-PA4909	10	7	0	0	0	0	host	gene-PA4909	2.8333333333333335
gene-PA4108	16	9	0	0	0	0	host	gene-PA4108	4.166666666666667
gene-PA1915	10	7	0	0	0	1	host	gene-PA1915	3.0
gene-PA3002	30	40	14	10	8	9	host	mfd	18.5
gene-PA4449	8	33	0	0	0	0	host	hisG	6.833333333333333
gene-PA1518	2	2	0	0	2	1	host	gene-PA1518	1.1666666666666667
gene-PA4186	11	13	0	0	1	0	host	gene-PA4186	4.166666666666667
gene-PA3007	6	16	0	1	1	2	host	lexA	4.333333333333333
gene-PA5437	5	4	5	5	0	0	host	gene-PA5437	3.1666666666666665
gene-PA5472	11	13	4	3	3	2	host	gene-PA5472	6.0
gene-PA1755	5	5	0	0	0	0	host	gene-PA1755	1.6666666666666667
gene-PA5306	1	6	1	1	2	2	host	gene-PA5306	2.1666666666666665
gene-PA2934	8	2	0	0	0	0	host	cif	1.6666666666666667
gene-PA0271	6	1	0	0	0	0	host	gene-PA0271	1.1666666666666667
gene-PA3504	14	3	0	1	0	1	host	gene-PA3504	3.1666666666666665
gene-PA5465	6	1	0	0	0	0	host	gene-PA5465	1.1666666666666667
gene-PA0695	1	1	1	9	11	8	host	gene-PA0695	5.166666666666667
gene-PA4863	10	4	1	0	1	0	host	gene-PA4863	2.6666666666666665
gene-PA2608	2	2	0	1	0	1	host	gene-PA2608	1.0
gene-PA1000	7	7	0	1	0	2	host	pqsE	2.8333333333333335
gene-PHIKZ_p03	0	1	260	195	147	137	phage	gene-PHIKZ_p03	123.33333333333333
gene-PA3369	2	6	0	0	0	0	host	gene-PA3369	1.3333333333333333
gene-PA3113	1	16	0	0	1	0	host	trpF	3.0
gene-PA3395	14	2	0	0	1	0	host	nosY	2.8333333333333335
gene-PA3570	16	6	4	1	1	2	host	mmsA	5.0
gene-PA0421	38	31	5	5	10	9	host	gene-PA0421	16.333333333333332
gene-PA2863	4	1	0	0	0	0	host	lipH	0.8333333333333334
gene-PHIKZ243	0	1	2331	2227	1397	1359	phage	gene-PHIKZ243	1219.1666666666667
gene-PA2286	8	5	0	0	1	1	host	gene-PA2286	2.5
gene-PA2415	0	0	2	0	0	0	host	gene-PA2415	0.3333333333333333
gene-PA1468	1	2	0	0	0	0	host	gene-PA1468	0.5
gene-PA2472	5	2	0	0	1	1	host	gene-PA2472	1.5
gene-PHIKZ222	0	0	1748	1692	1307	1265	phage	gene-PHIKZ222	1002.0
gene-PA0130	27	10	1	2	0	2	host	gene-PA0130	7.0
gene-PA4488	10	13	2	3	2	0	host	gene-PA4488	5.0
gene-PA4578	8	9	13	10	1	1	host	gene-PA4578	7.0
gene-PA4883	8	5	0	0	0	1	host	gene-PA4883	2.3333333333333335
gene-PA1887	5	7	1	0	2	4	host	gene-PA1887	3.1666666666666665
gene-PA2180	16	6	0	0	0	0	host	gene-PA2180	3.6666666666666665
gene-PA5077	42	33	6	6	5	8	host	mdoH	16.666666666666668
gene-PA3937	3	3	0	0	1	1	host	gene-PA3937	1.3333333333333333
gene-PA1498	5	8	10	7	11	6	host	pykF	7.833333333333333
gene-PA1417	8	2	0	0	1	1	host	gene-PA1417	2.0
gene-PA3381	12	5	0	0	0	0	host	gene-PA3381	2.8333333333333335
gene-PA3268	25	13	0	0	1	1	host	gene-PA3268	6.666666666666667
gene-PA4180	17	14	0	0	1	2	host	gene-PA4180	5.666666666666667
gene-PA0809	5	5	0	0	0	0	host	gene-PA0809	1.6666666666666667
gene-PA3253	4	3	1	0	0	0	host	gene-PA3253	1.3333333333333333
gene-PA4688	15	18	195	246	312	371	host	hitB	192.83333333333334
gene-PA3166	11	25	7	3	5	5	host	pheA	9.333333333333334
gene-PA4643	3	6	5	5	2	0	host	gene-PA4643	3.5
gene-PA4917	14	1	1	1	0	1	host	gene-PA4917	3.0
gene-PA0446	22	6	1	0	0	0	host	gene-PA0446	4.833333333333333
gene-PA4650	4	2	3	9	6	8	host	gene-PA4650	5.333333333333333
gene-PA5476	15	4	1	1	2	3	host	citA	4.333333333333333
gene-PA4342	4	9	1	2	2	1	host	gene-PA4342	3.1666666666666665
gene-PA0128	13	14	6	4	8	7	host	gene-PA0128	8.666666666666666
gene-PA4666	12	22	6	4	7	9	host	hemA	10.0
gene-PA0149	8	15	0	0	0	0	host	gene-PA0149	3.8333333333333335
gene-PA5569	33	176	29	28	14	14	host	rnpA	49.0
gene-PA2724	2	1	1	1	0	0	host	gene-PA2724	0.8333333333333334
gene-PA4196	7	5	0	0	1	0	host	bfiR	2.1666666666666665
gene-PHIKZ059	5	4	29611	28960	20064	19341	phage	gene-PHIKZ059	16330.833333333334
gene-PA3998	6	20	4	2	1	1	host	gene-PA3998	5.666666666666667
gene-PA1183	31	74	24	27	30	21	host	dctA	34.5
gene-PA1422	3	6	0	0	0	1	host	gbuR	1.6666666666666667
gene-PA3403	4	11	0	0	0	0	host	gene-PA3403	2.5
gene-PA1537	5	2	0	0	0	0	host	gene-PA1537	1.1666666666666667
gene-PA5033	14	7	0	0	1	1	host	gene-PA5033	3.8333333333333335
gene-PA0065	7	3	3	1	0	1	host	gene-PA0065	2.5
gene-PA1156	27	98	105	106	60	60	host	nrdA	76.0
gene-PA2516	3	0	0	0	0	1	host	xylZ	0.6666666666666666
gene-PA4381	6	8	2	2	1	0	host	gene-PA4381	3.1666666666666665
gene-PHIKZ_p13	0	0	3497	3496	3869	3859	phage	gene-PHIKZ_p13	2453.5
gene-PHIKZ174	0	0	822	811	23845	24001	phage	gene-PHIKZ174	8246.5
gene-PA1687	5	16	1	1	0	1	host	speE	4.0
gene-PA4640	16	30	32	28	57	28	host	mqoB	31.833333333333332
gene-PA2426	6	3	6	5	1	1	host	pvdS	3.6666666666666665
gene-PA4056	14	24	0	0	0	0	host	ribD	6.333333333333333
gene-PA1549	20	16	0	0	0	0	host	gene-PA1549	6.0
gene-PHIKZ054	16	15	35982	35265	84787	84948	phage	gene-PHIKZ054	40168.833333333336
gene-PA3911	5	2	0	0	0	0	host	gene-PA3911	1.1666666666666667
gene-PA5430	20	14	9	4	7	8	host	gene-PA5430	10.333333333333334
gene-PA2120	0	2	0	0	0	0	host	gene-PA2120	0.3333333333333333
gene-PA4515	6	9	4	5	2	2	host	gene-PA4515	4.666666666666667
gene-PA2158	3	0	0	0	1	1	host	gene-PA2158	0.8333333333333334
gene-PA0401	18	23	0	0	2	1	host	gene-PA0401	7.333333333333333
gene-PA3527	7	17	3	3	3	5	host	pyrC	6.333333333333333
gene-PA1041	4	10	0	0	0	0	host	gene-PA1041	2.3333333333333335
gene-PA0449	11	13	3	7	1	3	host	gene-PA0449	6.333333333333333
gene-PA4746	28	76	113	107	129	117	host	gene-PA4746	95.0
gene-PA5307	22	25	7	6	6	7	host	gene-PA5307	12.166666666666666
gene-PA2489	7	4	0	0	0	0	host	gene-PA2489	1.8333333333333333
gene-PA0289	12	4	0	0	0	0	host	gpuR	2.6666666666666665
gene-PA4354	6	1	4	3	7	4	host	gene-PA4354	4.166666666666667
gene-PA2328	9	7	0	0	0	1	host	gene-PA2328	2.8333333333333335
gene-PA1446	7	8	1	2	1	0	host	fliP	3.1666666666666665
gene-PHIKZ170	1	1	1161	869	1378	1236	phage	gene-PHIKZ170	774.3333333333334
gene-PA3086	6	8	1	0	2	1	host	gene-PA3086	3.0
gene-PA1740	4	4	0	0	0	0	host	gene-PA1740	1.3333333333333333
gene-PA0780	16	20	0	0	0	0	host	pruR	6.0
gene-PA3303a	1	1	0	0	0	0	host	gene-PA3303a	0.3333333333333333
gene-PA4661	14	51	12	20	17	17	host	pagL	21.833333333333332
gene-PA5177	7	9	0	0	0	1	host	gene-PA5177	2.8333333333333335
gene-PA3310	13	13	6	5	6	5	host	gene-PA3310	8.0
gene-PA1181	35	24	1	1	0	1	host	gene-PA1181	10.333333333333334
gene-PA4486	3	4	0	0	0	0	host	gene-PA4486	1.1666666666666667
gene-PA3910	12	7	0	0	1	1	host	eddA	3.5
gene-PA4783	12	4	1	0	0	0	host	gene-PA4783	2.8333333333333335
gene-PA2632	0	3	0	1	0	0	host	gene-PA2632	0.6666666666666666
gene-PHIKZ237	5	4	38538	38672	22739	22788	phage	gene-PHIKZ237	20457.666666666668
gene-PA0319	18	14	2	3	2	1	host	gene-PA0319	6.666666666666667
gene-PA2958.1	3	17	0	0	0	0	host	rgsA	3.3333333333333335
gene-PA3932	5	5	0	0	0	0	host	gene-PA3932	1.6666666666666667
gene-PA5159	21	12	1	0	2	0	host	gene-PA5159	6.0
gene-PA5454	9	4	1	0	0	0	host	rmd	2.3333333333333335
gene-PA1890	3	8	0	1	1	1	host	gene-PA1890	2.3333333333333335
gene-PA2659	0	6	1	0	1	1	host	gene-PA2659	1.5
gene-PA0905.2	73	431	173	162	289	222	host	gene-PA0905.2	225.0
gene-PA1059	4	7	1	1	0	0	host	gene-PA1059	2.1666666666666665
